KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
583957403,0,,,26,13,13,2,2,0,24,11,13,18,9,9,23,10,13,23,10,13,6,2,4,3,1,2,1,0,1,0,0,0,0,0,0,8,8,0,3,2,2,0,1,0,8,6,2,0,5,0,0,0
583957501,0,,,31,15,16,1,1,0,30,14,16,17,11,6,29,14,15,28,13,15,13,3,10,7,1,6,3,0,3,0,0,0,0,0,0,10,10,1,2,4,2,0,1,0,9,5,4,0,8,0,1,0
583957502,0,,,55,20,35,2,0,2,53,20,33,23,10,13,52,20,32,52,20,32,30,10,20,13,4,9,6,2,4,1,0,1,0,0,0,22,22,7,5,5,3,1,1,0,15,7,8,0,18,0,5,1
583957504,0,,,219,108,111,12,5,7,207,103,104,106,57,49,201,99,102,201,99,102,101,46,55,57,20,37,25,6,19,3,0,3,0,0,0,78,78,17,19,19,11,10,1,1,61,30,31,3,63,0,11,11
583957602,0,,,96,47,49,1,1,0,95,46,49,44,27,17,94,46,48,93,45,48,51,19,32,32,12,20,12,7,5,1,0,1,0,0,0,40,40,10,14,9,4,3,0,0,30,21,9,0,33,0,8,8
583957604,0,,,151,68,83,11,2,9,140,66,74,62,32,30,140,66,74,140,66,74,78,34,44,43,16,27,16,4,12,0,0,0,0,0,0,55,55,12,18,11,6,3,4,1,43,28,15,3,49,0,11,11
583957611,0,,,10,5,5,1,0,1,9,5,4,4,2,2,9,5,4,9,5,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,1,0,1,0,0,2,0,2,1,3,0,1,0
583957613,0,,,19,11,8,0,0,0,19,11,8,9,6,3,19,11,8,18,10,8,10,5,5,6,3,3,2,2,0,0,0,0,0,0,0,11,11,6,3,1,1,0,0,0,5,5,0,0,8,0,5,2
583957702,0,,,54,26,28,3,0,3,51,26,25,29,15,14,50,26,24,49,25,24,22,11,11,15,7,8,3,1,2,0,0,0,0,0,0,22,22,8,6,3,2,1,2,0,14,11,3,2,16,0,5,3
583957712,1,,583957721,62,30,32,4,2,2,64,30,34,31,16,15,63,29,34,63,29,34,33,14,19,17,6,11,10,4,6,0,0,0,0,0,0,22,22,2,9,5,7,1,0,0,22,14,8,1,18,0,1,4
583957713,0,,,26,13,13,0,0,0,26,13,13,11,4,7,26,13,13,26,13,13,15,9,6,9,6,3,1,1,0,0,0,0,0,0,0,11,11,1,6,3,1,0,0,0,10,8,2,0,9,0,0,4
583957714,0,,,52,27,25,2,1,1,50,26,24,27,16,11,50,26,24,48,24,24,23,10,13,14,5,9,5,1,4,1,1,0,0,0,0,19,19,6,4,5,1,0,2,1,12,7,5,1,15,0,5,1
583957721,2,583957712,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583957811,0,,,19,6,13,3,0,3,16,6,10,10,4,6,15,5,10,15,5,10,6,2,4,3,0,3,3,0,3,0,0,0,0,0,0,7,7,2,2,0,2,1,0,0,5,3,2,1,5,0,1,1
583957812,0,,,30,14,16,3,2,1,27,12,15,16,8,8,26,12,14,25,12,13,11,4,7,8,2,6,2,0,2,0,0,0,0,0,0,7,7,0,1,1,3,0,1,1,7,1,6,1,7,0,0,1
583957814,0,,,65,34,31,4,2,2,61,32,29,36,18,18,60,31,29,59,30,29,25,14,11,7,5,2,2,1,1,0,0,0,2,0,2,26,26,7,10,3,3,1,2,0,19,10,9,0,18,0,3,2
583957821,1,,583957824,27,14,13,1,1,0,27,13,14,15,9,6,26,12,14,26,12,14,12,4,8,5,2,3,1,1,0,0,0,0,0,0,0,8,8,1,2,4,0,1,1,0,8,6,2,0,7,0,1,1
583957824,2,583957821,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583957912,0,,,8,4,4,0,0,0,8,4,4,2,1,1,8,4,4,8,4,4,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,1,0,0,0,0,3,3,0,0,4,0,1,1
583957921,0,,,212,69,143,3,0,3,209,69,140,25,13,12,207,68,139,207,68,139,184,56,128,155,38,117,109,24,85,16,2,14,0,0,0,24,23,6,7,6,3,1,0,0,17,12,5,2,19,0,5,5
583957922,0,,,58,28,30,2,1,1,56,27,29,26,12,14,55,27,28,55,27,28,30,15,15,14,4,10,5,0,5,0,0,0,0,0,0,24,24,8,5,4,7,0,0,0,16,10,6,1,21,0,7,2
583957923,1,,583957924,94,43,51,10,6,4,97,42,55,52,24,28,94,41,53,94,41,53,45,18,27,21,6,15,4,0,4,1,0,1,0,0,0,33,33,7,14,5,3,5,1,2,30,19,11,3,31,0,5,5
583957924,2,583957923,,13,5,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583967021,0,,,45,22,23,5,2,3,40,20,20,24,16,8,40,20,20,39,20,19,16,4,12,12,3,9,3,1,2,0,0,0,0,0,0,17,17,6,4,3,2,0,0,2,11,8,3,1,13,0,4,1
583967022,0,,,25,10,15,0,0,0,25,10,15,11,5,6,25,10,15,24,10,14,14,5,9,10,3,7,3,0,3,0,0,0,0,0,0,9,9,2,2,2,2,1,0,0,7,2,5,0,8,0,1,1
583967024,0,,,100,45,55,5,2,3,95,43,52,47,22,25,93,42,51,91,42,49,48,21,27,20,7,13,10,3,7,0,0,0,0,0,0,32,32,3,13,3,7,2,4,0,29,17,12,2,26,0,2,9
583967052,1,,583967053,203,78,125,1,1,0,209,81,128,50,30,20,209,81,128,209,81,128,159,51,108,112,20,92,67,6,61,11,0,11,0,0,0,9,4,4,2,1,0,0,0,0,3,3,0,0,2,0,1,1
583967053,2,583967052,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583967054,0,,,16,9,7,2,1,1,14,8,6,10,7,3,13,7,6,13,7,6,4,1,3,3,1,2,2,1,1,0,0,0,0,0,0,4,4,0,1,0,1,2,0,0,4,2,2,0,3,0,0,0
583967063,0,,,91,40,51,9,6,3,82,34,48,42,17,25,82,34,48,81,34,47,40,17,23,19,5,14,8,1,7,0,0,0,0,0,0,31,31,5,8,8,5,4,1,0,26,13,13,1,26,0,4,4
583967074,0,,,39,18,21,1,1,0,38,17,21,9,4,5,37,17,20,37,17,20,29,13,16,10,3,7,6,2,4,0,0,0,0,0,0,14,14,2,3,6,2,1,0,0,12,4,8,0,14,0,2,2
583967083,0,,,34,16,18,2,0,2,32,16,16,12,7,5,32,16,16,31,15,16,20,9,11,10,5,5,2,1,1,1,0,1,0,0,0,10,10,0,4,2,2,0,2,0,10,5,5,1,10,0,0,3
583967124,0,,,48,22,26,6,3,3,42,19,23,24,13,11,39,16,23,38,15,23,18,6,12,8,0,8,6,0,6,1,0,1,0,0,0,16,16,2,5,3,5,0,0,1,14,8,6,1,11,0,2,3
583967152,2,583967154,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583967154,1,,583967152,42,24,18,0,0,0,43,24,19,15,10,5,42,23,19,42,23,19,28,14,14,15,7,8,5,3,2,0,0,0,0,0,0,20,20,7,7,6,1,0,0,0,14,11,3,0,18,0,6,5
583967161,0,,,44,22,22,5,3,2,39,19,20,23,12,11,38,19,19,37,19,18,16,7,9,7,3,4,2,0,2,0,0,0,0,0,0,13,13,2,2,4,2,1,1,1,11,4,7,1,11,0,1,0
583967172,0,,,156,71,85,20,6,14,136,65,71,69,36,33,132,63,69,131,62,69,67,29,38,34,12,22,15,5,10,0,0,0,1,0,1,47,47,10,13,7,6,2,3,6,37,17,20,2,40,0,6,6
583967181,0,,,81,36,45,9,3,6,72,33,39,42,21,21,67,30,37,64,27,37,30,12,18,13,4,9,8,3,5,0,0,0,1,0,1,26,26,5,5,4,7,4,1,0,21,11,10,5,18,0,3,2
583967221,0,,,21,9,12,3,2,1,18,7,11,13,4,9,18,7,11,18,7,11,5,3,2,1,0,1,1,0,1,0,0,0,0,0,0,5,5,0,2,0,1,0,1,1,5,2,3,0,4,0,0,1
583967222,0,,,106,54,52,6,3,3,100,51,49,48,27,21,98,49,49,96,47,49,52,24,28,26,11,15,10,2,8,0,0,0,1,0,1,43,43,12,14,8,4,4,1,0,31,20,11,1,37,0,11,7
583967224,0,,,151,75,76,24,13,11,127,62,65,65,31,34,125,61,64,124,61,63,62,31,31,32,18,14,6,3,3,0,0,0,0,0,0,52,52,9,18,9,7,5,2,2,43,29,14,7,41,0,8,7
583967241,2,583967253,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583967251,2,583967252,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583967252,1,,583967251,110,57,53,12,10,2,100,48,52,52,29,23,98,47,51,98,47,51,48,19,29,24,7,17,12,4,8,1,0,1,0,0,0,38,38,9,10,9,4,4,1,2,30,22,8,3,31,0,8,4
583967253,1,,583967241,145,68,77,12,7,5,140,64,76,81,42,39,137,63,74,133,61,72,59,22,37,23,7,16,7,0,7,2,0,2,0,0,0,50,50,9,17,11,8,5,2,1,44,25,19,4,38,0,7,5
583967254,0,,,19,11,8,0,0,0,19,11,8,12,6,6,19,11,8,19,11,8,7,5,2,1,1,0,0,0,0,0,0,0,1,0,1,8,8,1,4,2,1,0,0,0,7,7,0,0,5,0,1,1
583967271,2,583967272,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583967272,1,,583967271;583967273;583967274,8,4,4,1,1,0,24,12,12,15,7,8,23,12,11,21,11,10,9,5,4,4,3,1,2,1,1,0,0,0,0,0,0,2,2,1,2,2,2,0,1,0,7,5,2,0,5,0,1,1
583967273,2,583967272,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583967274,2,583967272,,10,4,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583967322,0,,,994,493,501,113,64,49,881,429,452,505,261,244,849,408,441,836,404,432,376,168,208,157,66,91,34,12,22,2,1,1,13,7,6,397,397,98,144,72,51,18,7,7,297,241,56,31,265,2,68,68
583967323,0,,,51,22,29,2,1,1,49,21,28,26,13,13,48,21,27,48,21,27,23,8,15,14,5,9,3,1,2,0,0,0,0,0,0,19,19,3,8,4,0,4,0,0,16,10,6,1,15,0,1,2
583967324,0,,,793,350,443,112,54,58,681,296,385,413,187,226,652,287,365,644,284,360,268,109,159,136,56,80,34,13,21,0,0,0,3,3,0,305,305,73,106,53,39,22,6,6,231,181,50,26,188,3,52,42
583967331,0,,,267,127,140,26,15,11,241,112,129,159,73,86,237,111,126,233,110,123,82,39,43,30,11,19,8,3,5,0,0,0,0,0,0,109,109,22,46,24,9,4,3,1,87,75,12,7,59,0,15,19
583967333,1,,583967431,274,141,133,32,14,18,244,128,116,186,102,84,224,116,108,215,110,105,58,26,32,24,9,15,7,4,3,0,0,0,0,0,0,102,102,22,32,20,23,5,1,1,81,74,7,5,42,0,15,10
583967351,2,583967354,,9,5,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583967354,1,,583967351,22,13,9,9,5,4,22,13,9,17,11,6,21,12,9,21,12,9,5,2,3,2,1,1,0,0,0,0,0,0,0,0,0,6,6,2,2,0,4,0,0,1,7,6,1,1,4,0,1,1
583967362,0,,,20,11,9,3,2,1,17,9,8,5,3,2,17,9,8,17,9,8,12,6,6,5,2,3,4,1,3,0,0,0,0,0,0,8,8,1,5,0,1,1,0,0,7,7,0,1,7,0,1,2
583967363,0,,,45,23,22,5,3,2,40,20,20,16,10,6,40,20,20,39,20,19,24,10,14,7,2,5,5,2,3,0,0,0,0,0,0,16,16,4,6,2,1,1,1,1,12,8,4,1,14,0,2,4
583967371,1,,583967372,59,32,27,1,1,0,63,33,30,34,19,15,57,30,27,56,29,27,29,14,15,14,6,8,2,2,0,0,0,0,1,0,1,21,21,5,7,4,2,5,0,0,18,11,7,0,20,0,3,6
583967372,2,583967371,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
583967373,0,,,12,6,6,0,0,0,12,6,6,6,3,3,12,6,6,12,6,6,6,3,3,2,1,1,1,1,0,0,0,0,0,0,0,6,6,1,4,1,0,0,0,0,5,5,0,0,4,0,1,2
583967412,0,,,150,68,82,8,3,5,142,65,77,74,37,37,137,63,74,135,62,73,68,28,40,32,12,20,6,2,4,0,0,0,0,0,0,59,59,14,21,12,5,4,3,0,45,32,13,1,44,0,10,8
583967414,0,,,486,239,247,36,17,19,450,222,228,225,116,109,435,214,221,433,212,221,225,106,119,110,45,65,33,13,20,1,0,1,0,0,0,199,199,61,66,31,19,12,7,3,138,103,35,11,153,3,44,38
